"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","Powys","W06000023","Total",63653,6697,8979,5658,5984,13499,6450,4118,4928,7340,33893,3932,3857,3200,1049,11437,1100,1355,4180,3783,29760,2765,5122,2458,4935,2062,5350,2763,748,3557
"2011","Ceredigion","W06000008","Total",32446,3119,5431,3021,3189,6287,3255,2407,1920,3817,17127,1796,2413,1667,707,5261,658,896,1735,1994,15319,1323,3018,1354,2482,1026,2597,1511,185,1823
"2011","Pembrokeshire","W06000009","Total",54217,5616,7080,5468,4811,10202,6322,4394,4073,6251,28642,3185,3046,3354,885,8745,1113,1284,3747,3283,25575,2431,4034,2114,3926,1457,5209,3110,326,2968
"2011","Carmarthenshire","W06000010","Total",80680,7355,12203,7841,8446,13189,8965,7026,6552,9103,41938,4489,5059,4562,1933,11270,1643,2322,5795,4865,38742,2866,7144,3279,6513,1919,7322,4704,757,4238
"2011","Swansea","W06000011","Total",102793,8893,17694,11020,13457,11472,10013,11257,6690,12297,53508,5730,8320,6414,3556,10311,2113,4071,6124,6869,49285,3163,9374,4606,9901,1161,7900,7186,566,5428
"2011","Neath Port Talbot","W06000012","Total",58980,4570,7618,5875,7573,7880,6670,5328,5902,7564,31033,2920,3420,3400,1735,7122,1123,1510,5337,4466,27947,1650,4198,2475,5838,758,5547,3818,565,3098
"2011","Bridgend","W06000013","Total",61259,5586,9175,6953,6524,7724,6520,5893,5464,7420,32157,3540,4135,4200,1393,6966,1296,1814,4734,4079,29102,2046,5040,2753,5131,758,5224,4079,730,3341
"2011","Vale of Glamorgan","W06000014","Total",58978,6581,10800,8288,7174,6463,6035,5194,3208,5235,30655,4317,5090,5046,1604,5765,1132,1882,2980,2839,28323,2264,5710,3242,5570,698,4903,3312,228,2396
"2011","Cardiff","W06000015","Total",159614,14400,35984,21457,19005,12946,13495,17334,7767,17226,82702,9238,17722,12187,5589,11473,3175,7009,6957,9352,76912,5162,18262,9270,13416,1473,10320,10325,810,7874
"2011","Rhondda Cynon Taff","W06000016","Total",99327,7756,13826,10216,11314,12922,11742,8940,9766,12845,51755,4917,5953,6106,2628,11668,2213,2829,8423,7018,47572,2839,7873,4110,8686,1254,9529,6111,1343,5827
"2011","Merthyr Tydfil","W06000024","Total",25099,1785,3183,2471,2741,3232,2758,2528,2563,3838,13036,1109,1274,1440,670,2932,576,739,2189,2107,12063,676,1909,1031,2071,300,2182,1789,374,1731
"2011","Caerphilly","W06000018","Total",77488,6258,9830,8366,9934,9890,7909,7123,8357,9821,40618,3960,4490,4908,2328,8888,1404,2246,6968,5426,36870,2298,5340,3458,7606,1002,6505,4877,1389,4395
"2011","Blaenau Gwent","W06000019","Total",28291,1942,3086,2390,2676,3718,3720,2467,3873,4419,14866,1114,1259,1379,587,3312,739,712,3227,2537,13425,828,1827,1011,2089,406,2981,1755,646,1882
"2011","Torfaen","W06000020","Total",40261,3178,5128,4293,4921,5378,4493,3781,4113,4976,20858,1988,2339,2493,1056,4845,727,1161,3511,2738,19403,1190,2789,1800,3865,533,3766,2620,602,2238
"2011","Monmouthshire","W06000021","Total",42817,5464,8697,4985,4199,5545,3706,2946,2491,4784,22640,3546,4208,2914,801,4776,615,938,2257,2585,20177,1918,4489,2071,3398,769,3091,2008,234,2199
"2011","Newport","W06000022","Total",64408,5992,9812,7071,8052,6724,6204,6461,5270,8822,33633,3832,4661,4079,2041,6013,1053,2111,4707,5136,30775,2160,5151,2992,6011,711,5151,4350,563,3686
